index	speaker	text	voice_cue	bank_name	subsong_index	subtitle_file	wav_file	metadata_file	script_path	line_no	voice_line_no	acb_path
31	麻央	ははっ、そんなはずはないと思うけど、\n怖がっている子もいるんだ。	sud_vo_adv_cidol-ttmr-3-000_02_amao-004	sud_vo_adv_cidol-ttmr-3-000_02	4	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0031_sud_vo_adv_cidol-ttmr-3-000_02_amao-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0031_sud_vo_adv_cidol-ttmr-3-000_02_amao-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0031_sud_vo_adv_cidol-ttmr-3-000_02_amao-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	50	51	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
32	麻央	それで、こうして調べている\nってわけさ。心当たりはないかな。	sud_vo_adv_cidol-ttmr-3-000_02_amao-005	sud_vo_adv_cidol-ttmr-3-000_02	5	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0032_sud_vo_adv_cidol-ttmr-3-000_02_amao-005_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0032_sud_vo_adv_cidol-ttmr-3-000_02_amao-005_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0032_sud_vo_adv_cidol-ttmr-3-000_02_amao-005_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	59	60	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
33	麻央	夜、窓を開けて、\n部屋で音楽を聴いていたりしない？	sud_vo_adv_cidol-ttmr-3-000_02_amao-006	sud_vo_adv_cidol-ttmr-3-000_02	6	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0033_sud_vo_adv_cidol-ttmr-3-000_02_amao-006_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0033_sud_vo_adv_cidol-ttmr-3-000_02_amao-006_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0033_sud_vo_adv_cidol-ttmr-3-000_02_amao-006_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	61	62	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
34	麻央	そっか。なら、なにか気付いたことが\nあったら、ボクに教えてくれるかな。	sud_vo_adv_cidol-ttmr-3-000_02_amao-007	sud_vo_adv_cidol-ttmr-3-000_02	7	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0034_sud_vo_adv_cidol-ttmr-3-000_02_amao-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0034_sud_vo_adv_cidol-ttmr-3-000_02_amao-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0034_sud_vo_adv_cidol-ttmr-3-000_02_amao-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	77	78	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
35	麻央	頼むよ。	sud_vo_adv_cidol-ttmr-3-000_02_amao-008	sud_vo_adv_cidol-ttmr-3-000_02	8	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0035_sud_vo_adv_cidol-ttmr-3-000_02_amao-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0035_sud_vo_adv_cidol-ttmr-3-000_02_amao-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0035_sud_vo_adv_cidol-ttmr-3-000_02_amao-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	94	95	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
36	麻央	……さすがに女子寮の中には\n現れてくれないと思うよ。	sud_vo_adv_cidol-ttmr-3-000_02_amao-009	sud_vo_adv_cidol-ttmr-3-000_02	9	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0036_sud_vo_adv_cidol-ttmr-3-000_02_amao-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0036_sud_vo_adv_cidol-ttmr-3-000_02_amao-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0036_sud_vo_adv_cidol-ttmr-3-000_02_amao-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	229	230	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
37	麻央	お困りかい？	sud_vo_adv_cidol-ttmr-3-000_02_amao-010	sud_vo_adv_cidol-ttmr-3-000_02	10	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0037_sud_vo_adv_cidol-ttmr-3-000_02_amao-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0037_sud_vo_adv_cidol-ttmr-3-000_02_amao-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0037_sud_vo_adv_cidol-ttmr-3-000_02_amao-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	245	246	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
38	麻央	なるほど。	sud_vo_adv_cidol-ttmr-3-000_02_amao-011	sud_vo_adv_cidol-ttmr-3-000_02	11	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0038_sud_vo_adv_cidol-ttmr-3-000_02_amao-011_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0038_sud_vo_adv_cidol-ttmr-3-000_02_amao-011_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0038_sud_vo_adv_cidol-ttmr-3-000_02_amao-011_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	270	271	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
39	麻央	じゃあ、ボクと一緒に入ってくれる\nかな。実は、おばけが苦手でね。	sud_vo_adv_cidol-ttmr-3-000_02_amao-012	sud_vo_adv_cidol-ttmr-3-000_02	12	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0039_sud_vo_adv_cidol-ttmr-3-000_02_amao-012_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0039_sud_vo_adv_cidol-ttmr-3-000_02_amao-012_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0039_sud_vo_adv_cidol-ttmr-3-000_02_amao-012_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	279	280	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
40	麻央	うん、内緒だよ？	sud_vo_adv_cidol-ttmr-3-000_02_amao-013	sud_vo_adv_cidol-ttmr-3-000_02	13	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0040_sud_vo_adv_cidol-ttmr-3-000_02_amao-013_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0040_sud_vo_adv_cidol-ttmr-3-000_02_amao-013_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0040_sud_vo_adv_cidol-ttmr-3-000_02_amao-013_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	289	290	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
41	麻央	ありがとう。じゃ、行こうか。	sud_vo_adv_cidol-ttmr-3-000_02_amao-014	sud_vo_adv_cidol-ttmr-3-000_02	14	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0041_sud_vo_adv_cidol-ttmr-3-000_02_amao-014_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0041_sud_vo_adv_cidol-ttmr-3-000_02_amao-014_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0041_sud_vo_adv_cidol-ttmr-3-000_02_amao-014_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	306	307	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
42	麻央	……ははは、やれやれ。	sud_vo_adv_cidol-ttmr-3-000_02_amao-015	sud_vo_adv_cidol-ttmr-3-000_02	15	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0042_sud_vo_adv_cidol-ttmr-3-000_02_amao-015_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0042_sud_vo_adv_cidol-ttmr-3-000_02_amao-015_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0042_sud_vo_adv_cidol-ttmr-3-000_02_amao-015_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373233/78608d3915910502d2734b488e9b8d72	350	351	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/523132333633/0881469e4ec70db38c8a52181d2c376e
43	麻央	――ことね。	sud_vo_adv_csprt-2-0002_01_amao-001	sud_vo_adv_csprt-2-0002_01	1	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0043_sud_vo_adv_csprt-2-0002_01_amao-001_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0043_sud_vo_adv_csprt-2-0002_01_amao-001_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0043_sud_vo_adv_csprt-2-0002_01_amao-001_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	14	15	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
44	麻央	げっ、とはご挨拶だね。ことね。	sud_vo_adv_csprt-2-0002_01_amao-002	sud_vo_adv_csprt-2-0002_01	2	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0044_sud_vo_adv_csprt-2-0002_01_amao-002_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0044_sud_vo_adv_csprt-2-0002_01_amao-002_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0044_sud_vo_adv_csprt-2-0002_01_amao-002_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	27	28	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
45	麻央	いや、意味がわからないよ。	sud_vo_adv_csprt-2-0002_01_amao-003	sud_vo_adv_csprt-2-0002_01	3	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0045_sud_vo_adv_csprt-2-0002_01_amao-003_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0045_sud_vo_adv_csprt-2-0002_01_amao-003_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0045_sud_vo_adv_csprt-2-0002_01_amao-003_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	38	39	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
46	麻央	それより、廊下の掃除は\nちゃんと終わらせたのかい？	sud_vo_adv_csprt-2-0002_01_amao-004	sud_vo_adv_csprt-2-0002_01	4	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0046_sud_vo_adv_csprt-2-0002_01_amao-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0046_sud_vo_adv_csprt-2-0002_01_amao-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0046_sud_vo_adv_csprt-2-0002_01_amao-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	42	43	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
47	麻央	……本当かな。\nちょっと確かめて――	sud_vo_adv_csprt-2-0002_01_amao-005	sud_vo_adv_csprt-2-0002_01	5	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0047_sud_vo_adv_csprt-2-0002_01_amao-005_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0047_sud_vo_adv_csprt-2-0002_01_amao-005_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0047_sud_vo_adv_csprt-2-0002_01_amao-005_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	56	57	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
48	麻央	あ、ちょっと、待ちたまえ！\n……まったく。	sud_vo_adv_csprt-2-0002_01_amao-006	sud_vo_adv_csprt-2-0002_01	6	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0048_sud_vo_adv_csprt-2-0002_01_amao-006_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0048_sud_vo_adv_csprt-2-0002_01_amao-006_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0048_sud_vo_adv_csprt-2-0002_01_amao-006_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	75	76	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
49	麻央	学生の本分はアイドル活動なのに、\nアルバイトばかりして……	sud_vo_adv_csprt-2-0002_01_amao-007	sud_vo_adv_csprt-2-0002_01	7	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0049_sud_vo_adv_csprt-2-0002_01_amao-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0049_sud_vo_adv_csprt-2-0002_01_amao-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0049_sud_vo_adv_csprt-2-0002_01_amao-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	81	82	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
50	麻央	寮の掃除当番も……ん？	sud_vo_adv_csprt-2-0002_01_amao-008	sud_vo_adv_csprt-2-0002_01	8	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0050_sud_vo_adv_csprt-2-0002_01_amao-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0050_sud_vo_adv_csprt-2-0002_01_amao-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0050_sud_vo_adv_csprt-2-0002_01_amao-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	84	85	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
51	麻央	……すごいな。本当にピカピカだ。	sud_vo_adv_csprt-2-0002_01_amao-009	sud_vo_adv_csprt-2-0002_01	9	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0051_sud_vo_adv_csprt-2-0002_01_amao-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0051_sud_vo_adv_csprt-2-0002_01_amao-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0051_sud_vo_adv_csprt-2-0002_01_amao-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	90	91	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
52	麻央	ああ見えて、\n意外としっかりものなんだな……	sud_vo_adv_csprt-2-0002_01_amao-010	sud_vo_adv_csprt-2-0002_01	10	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0052_sud_vo_adv_csprt-2-0002_01_amao-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0052_sud_vo_adv_csprt-2-0002_01_amao-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0052_sud_vo_adv_csprt-2-0002_01_amao-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231383233/df5f95d9f2bdd687c6971a45b17f4a8e	95	96	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/2/523133333932/2224c260eb3cbbf611df030ac97934a8
53	麻央	午前はグラビア撮影、\n夕方から合同ライブですね。	sud_vo_adv_dear_amao_033_amao-001	sud_vo_adv_dear_amao_033	1	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0053_sud_vo_adv_dear_amao_033_amao-001_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0053_sud_vo_adv_dear_amao_033_amao-001_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0053_sud_vo_adv_dear_amao_033_amao-001_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	13	14	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
54	麻央	ここのところ、『H.I.F』の\nレッスンに集中してたから、	sud_vo_adv_dear_amao_033_amao-002	sud_vo_adv_dear_amao_033	2	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0054_sud_vo_adv_dear_amao_033_amao-002_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0054_sud_vo_adv_dear_amao_033_amao-002_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0054_sud_vo_adv_dear_amao_033_amao-002_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	20	21	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
55	麻央	久々のライブ、ちょっと緊張します。	sud_vo_adv_dear_amao_033_amao-003	sud_vo_adv_dear_amao_033	3	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0055_sud_vo_adv_dear_amao_033_amao-003_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0055_sud_vo_adv_dear_amao_033_amao-003_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0055_sud_vo_adv_dear_amao_033_amao-003_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	24	25	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
56	麻央	ふふ、さすがですね。	sud_vo_adv_dear_amao_033_amao-004	sud_vo_adv_dear_amao_033	4	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0056_sud_vo_adv_dear_amao_033_amao-004_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0056_sud_vo_adv_dear_amao_033_amao-004_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0056_sud_vo_adv_dear_amao_033_amao-004_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	35	36	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
57	麻央	プロデューサー……	sud_vo_adv_dear_amao_033_amao-005	sud_vo_adv_dear_amao_033	5	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0057_sud_vo_adv_dear_amao_033_amao-005_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0057_sud_vo_adv_dear_amao_033_amao-005_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0057_sud_vo_adv_dear_amao_033_amao-005_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	44	45	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
58	麻央	ボクが決めていいんですか？	sud_vo_adv_dear_amao_033_amao-006	sud_vo_adv_dear_amao_033	6	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0058_sud_vo_adv_dear_amao_033_amao-006_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0058_sud_vo_adv_dear_amao_033_amao-006_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0058_sud_vo_adv_dear_amao_033_amao-006_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	54	55	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
59	麻央	ふふ、いいですね。	sud_vo_adv_dear_amao_033_amao-007	sud_vo_adv_dear_amao_033	7	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0059_sud_vo_adv_dear_amao_033_amao-007_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0059_sud_vo_adv_dear_amao_033_amao-007_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0059_sud_vo_adv_dear_amao_033_amao-007_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	60	61	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
60	麻央	それじゃ、今日は\nボクがキミをエスコートします。	sud_vo_adv_dear_amao_033_amao-008	sud_vo_adv_dear_amao_033	8	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0060_sud_vo_adv_dear_amao_033_amao-008_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0060_sud_vo_adv_dear_amao_033_amao-008_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0060_sud_vo_adv_dear_amao_033_amao-008_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	64	65	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
61	麻央	ボクについてきたまえ、\n――{user}くん。	sud_vo_adv_dear_amao_033_amao-009	sud_vo_adv_dear_amao_033	9	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0061_sud_vo_adv_dear_amao_033_amao-009_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0061_sud_vo_adv_dear_amao_033_amao-009_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0061_sud_vo_adv_dear_amao_033_amao-009_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	71	72	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
62	麻央	プロデューサー、\nこの衣装、本当に素敵ですね！	sud_vo_adv_dear_amao_033_amao-010	sud_vo_adv_dear_amao_033	10	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0062_sud_vo_adv_dear_amao_033_amao-010_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0062_sud_vo_adv_dear_amao_033_amao-010_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0062_sud_vo_adv_dear_amao_033_amao-010_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	86	87	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
63	麻央	ボクが見せたかった、\n今のボクの理想の姿です。	sud_vo_adv_dear_amao_033_amao-011	sud_vo_adv_dear_amao_033	11	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0063_sud_vo_adv_dear_amao_033_amao-011_01_subtitle.txt	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0063_sud_vo_adv_dear_amao_033_amao-011_02_voice.wav	C:\Repositories\GakumasuVoice\output\mao\20260714_231604_limit100\items\0063_sud_vo_adv_dear_amao_033_amao-011_03_metadata.json	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/3/5231373833/d36577ec5985cac906f46246eb801e82	90	91	/data/data/com.bandainamcoent.idolmaster_gakuen/files/octo/v1/400/7/5237343737/2b2fe7e0fa66aa629e479fab73217650
